,api,well_type,rotary_air_drilling,rotary_mud_drilling,days_passed_since_drilling_start_date,days_passed_since_drilling_complete_date,ground_water_depth_ft,depth_of_deepest_fresh_ground_water_ft,true_vertical_depth_ft,surface_elevation_ft,total_depth_by_driller_ft,total_depth_by_logger_ft,cement_returned_on_surface_casing,cement_returned_on_intermediate_casing,cement_type_conductor_casing_includes Class A,cement_type_conductor_casing_includes Class G,cement_type_conductor_casing_includes Class H,cement_type_conductor_casing_includes Block,cement_type_conductor_casing_includes No Cement,cement_type_conductor_casing_Other,cement_total_amount_conductor_casing_sks,cement_slurry_temperature_fahrenheit_conductor_casing,cement_WOC_Hrs_conductor_casing,cement_Wt_PPG_conductor_casing,cement_Yld_ft3/sk_conductor_casing,gas_block_documented_conductor_casing,cement_type_surface_casing_includes Class A,cement_type_surface_casing_includes Class H,cement_type_surface_casing_includes Block,cement_type_surface_casing_includes Bondcem,cement_type_surface_casing_includes Type 1,cement_type_surface_casing_includes Neocem,cement_type_surface_casing_includes No Cement,cement_type_surface_casing_Other,cement_total_amount_surface_casing_sks,cement_slurry_temperature_fahrenheit_surface_casing,cement_WOC_Hrs_surface_casing,cement_Wt_PPG_surface_casing,cement_Yld_ft3/sk_surface_casing,gas_block_documented_surface_casing,cement_type_intermediate_casing_includes Class A,cement_type_intermediate_casing_includes Class H,cement_type_intermediate_casing_includes Type 1,cement_type_intermediate_casing_includes Extendacem,cement_type_intermediate_casing_includes Bondcem,cement_type_intermediate_casing_includes Standard,cement_type_intermediate_casing_includes Premium,cement_type_intermediate_casing_includes Gasstop,cement_type_intermediate_casing_includes Block,cement_type_intermediate_casing_includes No Cement,cement_type_intermediate_casing_Other,cement_total_amount_intermediate_casing_sks,cement_slurry_temperature_fahrenheit_intermediate_casing,cement_WOC_Hrs_intermediate_casing,cement_Wt_PPG_intermediate_casing,cement_Yld_ft3/sk_intermediate_casing,gas_block_documented_intermediate_casing,cement_type_production_casing_includes Class A,cement_type_production_casing_includes Class H,cement_type_production_casing_includes Swiftseal,cement_type_production_casing_includes Fraccem,cement_type_production_casing_includes Poz,cement_type_production_casing_includes Expandacem,cement_type_production_casing_includes Varicem,cement_type_production_casing_includes Flexseal,cement_type_production_casing_includes Block,cement_type_production_casing_includes Halcem,cement_type_production_casing_includes No Cement,cement_type_production_casing Other,cement_combined_amount_production_casing_sks,cement_lead_slurry_temperature_fahrenheit_production_casing,cement_lead_WOC_Hrs_production_casing,cement_lead_Wt_PPG_production_casing,cement_lead_Yld_ft3/sk_production_casing,cement_tail_slurry_temperature_fahrenheit_production_casing,cement_tail_WOC_Hrs_production_casing,cement_tail_Wt_PPG_production_casing,cement_tail_Yld_ft3/sk_production_casing,gas_block_documented_production_casing,well_operator_encoded,thread_weld_rank_1_casing,grade_casing_tubing_type_rank_1_casing,country_of_origin_rank_1_casing,Recycled_rank_1_casing,hole_size_inch_rank_1_casing,pipe_size_inch_rank_1_casing,weight_lbs/ft_rank_1_casing,amount_in_well_ft_rank_1_casing,days_passed_since_date_run_rank_1_casing,thread_weld_rank_2_casing,grade_casing_tubing_type_rank_2_casing,country_of_origin_rank_2_casing,Recycled_rank_2_casing,hole_size_inch_rank_2_casing,pipe_size_inch_rank_2_casing,weight_lbs/ft_rank_2_casing,amount_in_well_ft_rank_2_casing,days_passed_since_date_run_rank_2_casing,thread_weld_rank_3_casing,grade_casing_tubing_type_rank_3_casing,country_of_origin_rank_3_casing,Recycled_rank_3_casing,hole_size_inch_rank_3_casing,pipe_size_inch_rank_3_casing,weight_lbs/ft_rank_3_casing,amount_in_well_ft_rank_3_casing,days_passed_since_date_run_rank_3_casing,thread_weld_rank_4_casing,grade_casing_tubing_type_rank_4_casing,country_of_origin_rank_4_casing,Recycled_rank_4_casing,hole_size_inch_rank_4_casing,pipe_size_inch_rank_4_casing,weight_lbs/ft_rank_4_casing,amount_in_well_ft_rank_4_casing,days_passed_since_date_run_rank_4_casing,latitude,longitude,well_status,well_configuration,scp_and_or_cvf
1027,37-015-22065,Gas,False,True,4315.0,4275.0,,681.0,5730.0,1311.0,12539.0,,Yes,Yes,False,False,True,False,False,False,95.0,,,,,False,False,True,False,False,False,False,False,False,840.0,69.0,8.0,15.6,1.21,True,False,True,False,False,False,False,False,False,False,False,False,830.0,60.0,8.0,15.6,1.21,True,False,True,False,False,False,False,False,False,False,False,False,False,1590.0,64.0,8.0,15.3,1.35,,,15.3,1.27,True,C,,,,,26.0,20.0,,45.0,4315.0,STC,J-55,,,17.5,13.375,54.5,890.0,4290.0,LTC,J-55,,,12.25,9.625,40.0,1990.0,4287.0,CDC,P-110,,,7.875,5.5,20.0,12539.0,4273.0,41.875983,-76.546442,Active,Horizontal,False
1028,37-015-20634,Gas,True,True,4802.0,4781.0,,,,1292.0,11254.0,5000.0,Yes,,False,True,False,False,False,False,135.0,,,,,False,True,False,False,False,False,False,False,False,541.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,866.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,1406.0,,,,,,,,,False,C,,,,,24.0,20.0,,80.0,4826.0,STC,,,,17.25,13.375,54.5,588.0,4800.0,LTC,,,,12.25,9.625,40.0,2518.0,4794.0,CDC,,,,7.875,5.5,20.0,11254.0,4779.0,41.759847,-76.467289,Active,Horizontal,False
1029,37-015-20688,Gas,True,True,4999.0,4985.0,,,,1662.0,14120.0,,Yes,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,435.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,1705.0,,,,,,,,,False,C,,,,,24.0,20.0,,70.0,5004.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,40.0,1020.0,4998.0,CDC,,,,7.875,5.5,20.0,14120.0,4985.0,41.620503,-76.460847,Active,Horizontal,False
1030,37-015-21705,Gas,True,True,4507.0,4483.0,,175.0,,1165.0,11881.0,,Yes,Yes,False,False,True,False,False,False,120.0,,,,,False,True,False,False,False,False,False,False,False,646.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,841.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1812.0,,,,,,,,,True,C,,,,,24.0,20.0,,90.0,4556.0,STC,J-55,,,17.5,13.375,54.5,668.0,4505.0,LTC,J-55,,,12.25,9.625,40.0,1992.0,4500.0,CDC,P-110,,,7.875,5.5,20.0,11852.0,4481.0,41.602061,-76.267636,Active,Horizontal,True
1031,37-015-22003,Gas,True,True,4400.0,4352.0,,652.0,,1605.0,9998.0,4892.0,Yes,Yes,True,False,False,False,False,False,215.0,,,,,False,False,True,False,False,False,False,False,False,710.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,850.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1240.0,,,,,,,,,True,C,,,,,26.0,20.0,,95.0,4400.0,STC,J-55,,,17.5,13.375,54.5,741.0,4366.0,LTC,J-55,,,12.25,9.625,40.0,2022.0,4362.0,CDC,P-110,,,8.5,5.5,20.0,9998.0,4350.0,41.940867,-76.436303,Active,Horizontal,True
1032,37-015-20919,Gas,True,True,4950.0,4931.0,,,,1507.0,13860.0,,Yes,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,425.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,5446.0,,,,,,,,,False,C,,,,,24.0,20.0,,80.0,4951.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,40.0,1033.0,4949.0,CDC,,,,7.875,5.5,20.0,13858.0,4929.0,41.621756,-76.449761,Active,Horizontal,True
1033,37-015-21602,Gas,True,True,4556.0,4538.0,,,,905.0,11647.0,5115.0,Yes,,False,False,True,False,False,False,160.0,,,,,False,False,False,False,False,False,False,False,True,515.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,915.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1384.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4557.0,STC,J-55,,,17.5,13.375,,497.0,4555.0,LTC,,,,12.25,9.625,40.0,2510.0,4550.0,CDC,P-110,,,7.875,5.5,20.0,11647.0,4537.0,41.823933,-76.482483,Active,Horizontal,False
1034,37-015-21656,Gas,True,True,4562.0,4452.0,,300.0,6075.0,1051.0,11325.0,,Yes,,True,False,False,False,False,False,600.0,,,,,False,True,False,False,False,False,False,False,False,583.0,,,,,False,False,False,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,1889.0,,,,,,,,,False,K,,,,,24.0,20.0,,150.0,4562.0,,H-40,,,17.5,13.375,48.0,772.0,4516.0,,J-55,,,12.25,9.625,36.0,1624.0,4483.0,,P-110,,,8.75,5.5,20.0,11325.0,4450.0,41.787692,-76.178772,Active,Horizontal,True
1035,37-015-21869,Gas,True,True,4479.0,4413.0,,,,1370.0,11150.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,427.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,441.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1314.0,,,,,,,,,True,M,W,,,,,20.0,65.0,200.0,4479.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,36.0,1019.0,4426.0,LTC,P-110,,,8.75,5.5,,,4413.0,41.762528,-76.802478,Active,Horizontal,False
1036,37-015-20424,Gas,False,False,5089.0,5065.0,,,,1337.0,12410.0,,,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,560.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,1620.0,,,,,,,,,False,C,,,,,24.0,20.0,,60.0,,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,LTC,,,12.25,9.625,40.0,1005.0,5087.0,CDC,,,,7.875,5.5,20.0,12410.0,5087.0,41.717378,-76.147536,Active,Horizontal,False
1037,37-015-21317,Gas,True,True,4769.0,4729.0,,,,1306.0,10785.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,430.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,230.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,770.0,,,,,,,,,False,M,W,,,,,20.0,65.0,70.0,4038.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,J-55,,,12.25,9.625,36.0,593.0,4753.0,LTC,J-55,,,8.5,5.5,20.0,10785.0,4729.0,41.9608,-76.256447,Active,Horizontal,True
1038,37-015-20705,Gas,True,True,4910.0,4878.0,,,,2061.0,14787.0,,Yes,Yes,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,705.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,2862.0,,,,,,,,,False,C,,,,,24.0,20.0,,65.0,4910.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.5,9.625,40.0,1043.0,4908.0,CDC,,,,7.875,5.5,20.0,14787.0,4876.0,41.611381,-76.548339,Active,Horizontal,False
1039,37-015-21907,Gas,True,True,4382.0,4350.0,,,,1547.0,11151.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,596.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,430.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,1556.0,,,,,,,,,False,M,W,,,,,20.0,65.0,90.0,4382.0,LTC,J-55,,,17.5,13.375,65.0,523.0,4360.0,LTC,J-55,,,12.25,9.625,36.0,1000.0,4358.0,LTC,P-110,,,8.75,5.5,20.0,11151.0,4350.0,41.847633,-76.817825,Active,Horizontal,False
1040,37-015-21110,Gas,True,True,4825.0,4809.0,,,,1267.0,10830.0,4399.0,Yes,,False,True,False,False,False,False,135.0,,,,,False,True,False,False,False,False,False,False,False,465.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,1100.0,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,1280.0,,,,,,,,,False,C,,,,,24.0,20.0,,80.0,4837.0,STC,,,,17.5,13.375,54.5,500.0,4823.0,LTC,,,,12.25,9.625,40.0,3175.0,4820.0,CDC,,,,7.75,5.5,20.0,10830.0,4808.0,41.878636,-76.347675,Active,Horizontal,False
1041,37-015-21591,Gas,True,True,4607.0,4587.0,,400.0,,1344.0,9701.0,5300.0,Yes,Yes,False,False,True,False,False,False,160.0,,,,,False,True,False,False,False,False,False,False,False,898.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,898.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1193.0,,,,,,,,,True,C,,Other,,,24.0,20.0,150.0,80.0,4567.0,STC,J-55,,,17.5,13.375,54.5,546.0,4602.0,LTC,J-55,,,12.25,9.625,40.0,2485.0,4597.0,CDC,P-110,,,7.875,5.5,20.0,9701.0,4585.0,41.823561,-76.452761,Active,Horizontal,False
1042,37-015-20417,,False,False,,,,,,,,,,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,460.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,2125.0,,,,,,,,,False,C,,,,,24.0,20.0,,80.0,5108.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.15,9.625,40.0,1005.0,5099.0,CDC,,,,8.5,5.5,20.0,12222.0,5008.0,41.658061,-76.286769,Active,Horizontal,True
1043,37-113-20160,Gas,True,True,4037.0,4013.0,260.0,260.0,7585.0,1650.0,13950.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,320.0,,12.0,15.7,1.29,True,False,False,False,False,False,False,False,False,True,False,False,475.0,,12.0,15.7,1.29,True,False,False,False,False,False,False,True,False,False,False,False,False,1890.0,,12.0,15.0,1.26,,,15.6,1.9,False,B,W,X-42,US,Y,20.0,20.0,78.6,100.0,,T,J-55,US,Y,17.5,13.375,54.4,398.0,4036.0,T,K-55,US,Y,12.25,9.625,36.0,1526.0,4032.0,T,P-110,US,Y,8.5,5.5,20.0,13936.0,4012.0,41.562194,-76.673964,Active,Horizontal,True
1044,37-015-20668,Gas,True,True,4939.0,4928.0,,,,1110.0,5823.0,5823.0,Yes,,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,520.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,450.0,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,650.0,,,,,,,,,False,B,W,,,,22.0,20.0,94.0,75.0,4937.0,T,,,,17.5,13.375,54.5,449.0,4935.0,T,,,,12.25,9.625,36.0,1201.0,,T,,,,8.75,7.0,26.0,5801.0,4928.0,41.658389,-76.808778,Active,Vertical,False
1045,37-015-22443,Gas,True,True,4103.0,4085.0,,,,2322.0,14516.0,,Yes,Yes,True,False,False,False,False,False,,,,,,False,True,False,False,False,False,False,False,False,419.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,426.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,2529.0,,,,,,,,,True,C,W,,,,,20.0,65.0,188.0,4103.0,LTC,J-55,,,17.5,13.375,65.0,404.0,4102.0,LTC,J-55,,,12.25,9.625,36.0,1017.0,4100.0,LTC,P-110,,,8.75,5.5,20.0,14516.0,4087.0,41.596686,-76.381422,Active,Horizontal,False
1046,37-117-20553,Gas,True,True,5060.0,4650.0,,251.0,,1828.0,8461.0,8496.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,282.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,377.0,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,1500.0,,,,,,,,,False,L,,,,,20.0,20.0,,100.0,5060.0,STC,J-55,,,17.5,13.375,54.5,301.0,4770.0,STC,J-55,,,12.375,9.625,36.0,1011.0,4768.0,Other,P-110,,,7.875,5.5,20.0,8438.0,4650.0,41.847546,-76.923791,Active,Horizontal,True
1047,37-015-22249,Gas,True,True,4066.0,4016.0,,633.0,7230.0,1110.0,11365.0,,Yes,,True,False,False,False,False,False,151.0,55.0,8.0,15.6,1.19,False,True,False,False,False,False,False,False,False,313.0,52.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,219.0,70.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,False,2025.0,60.0,8.0,15.5,1.21,60.0,8.0,15.5,1.21,True,C,W,J-55,CA,Y,20.0,20.0,94.0,95.0,4065.0,STC,J-55,KR,Y,17.5,13.375,54.5,560.0,4031.0,LTC,J-55,US,Y,12.25,9.625,40.0,1041.0,4028.0,CDC,P-110,,,8.5,5.5,20.0,11385.0,4015.0,41.660378,-76.245953,Active,Horizontal,False
1048,37-015-21808,Gas,True,True,4486.0,4351.0,,,,1492.0,12024.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,564.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,359.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1782.0,,,,,,,,,True,M,W,,,,,20.0,65.0,80.0,4486.0,LTC,J-55,,,17.5,13.375,65.0,490.0,4366.0,LTC,J-55,,,12.25,9.625,36.0,850.0,,LTC,P-110,,,8.75,5.5,20.0,12024.0,4351.0,41.73505,-76.793217,Active,Horizontal,True
1049,37-015-21484,Gas,True,True,4700.0,4649.0,,,,1545.0,10062.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,320.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,360.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,675.0,,,,,,,,,True,M,W,,,,,20.0,65.0,60.0,4700.0,LTC,J-55,,,17.5,13.375,65.0,380.0,4667.0,LTC,J-55,,,12.25,9.625,36.0,1018.0,4663.0,LTC,J-55,,,8.5,5.5,20.0,10082.0,4649.0,41.942489,-76.314972,Active,Horizontal,True
1050,37-015-20116,Gas,True,True,5465.0,5449.0,,,,1275.0,6420.0,6420.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,False,False,False,False,True,530.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,890.0,,,,,,,,,False,B,W,,,,20.0,16.0,42.0,100.0,5464.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,T,,,,12.25,9.625,36.0,1905.0,5462.0,T,,,,7.875,5.5,20.0,6420.0,5450.0,41.736685,-76.603229,Active,Horizontal,False
1051,37-015-20184,Gas,True,True,5436.0,5176.0,,,,1370.0,10476.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,375.0,,,,,False,False,False,True,True,False,False,False,False,False,False,False,False,1566.0,,,,,,,,,False,M,W,,,,16.0,16.0,65.0,128.0,5436.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,STC,,,,12.25,9.625,36.0,932.0,5345.0,LTC,,,,8.5,5.5,20.0,10476.0,5177.0,41.762839,-76.802222,Active,Horizontal,True
1052,37-015-21912,Gas,True,True,4455.0,4429.0,,,,1585.0,11235.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,535.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,420.0,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,1120.0,,,,,,,,,True,M,W,,,,,20.0,65.0,80.0,4455.0,LTC,J-55,,,17.5,13.375,65.0,464.0,4441.0,LTC,J-55,,,12.25,9.625,36.0,972.0,4439.0,LTC,P-110,,,8.75,5.5,20.0,11235.0,4429.0,41.724497,-76.819731,Active,Horizontal,True
1053,37-015-22703,Gas,True,True,3746.0,3579.0,,452.0,7395.0,1342.0,14070.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,392.0,65.0,12.0,15.7,1.29,True,False,False,False,False,False,False,False,False,True,False,False,555.0,60.0,12.0,15.0,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,1830.0,65.0,,15.0,1.0,60.0,,15.0,1.0,True,B,W,X-42,US,Y,20.0,20.0,78.6,56.0,3746.0,T,J-55,US,Y,17.5,13.375,54.5,505.0,3702.0,T,K-55,US,Y,12.25,9.625,36.0,1717.0,3699.0,T,P-110,US,Y,8.5,5.5,20.0,14016.0,3578.0,41.70649,-76.421406,Active,Horizontal,True
1054,37-015-22598,Gas,True,True,3817.0,3782.0,,538.0,8651.0,2040.0,16010.0,,Yes,Yes,True,False,False,False,False,False,59.0,76.0,8.0,15.6,1.2,True,True,False,False,False,False,False,False,False,361.0,86.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,438.0,73.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,False,2870.0,86.0,8.0,15.5,1.21,86.0,8.0,15.5,1.21,False,C,W,K-55,CA,Y,24.0,20.0,94.0,77.0,3875.0,STC,J-55,KR,Y,17.5,13.375,54.5,639.0,3809.0,LTC,J-55,US,Y,12.25,9.625,40.0,2008.0,3806.0,CDC,P-110,US,Y,8.75,5.5,20.0,16010.0,3780.0,41.618889,-76.531514,Active,Horizontal,False
1055,37-015-22352,Gas,True,True,3891.0,3824.0,131.0,653.0,6409.0,1182.0,11690.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,330.0,60.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,300.0,80.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,1882.0,71.0,8.0,15.0,1.26,71.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,116.0,3891.0,T,J-55,US,N,17.5,13.375,48.0,653.0,3872.0,T,J-55,US,N,12.25,9.625,36.0,1603.0,3867.0,T,P-110,US,N,8.75,5.5,20.0,11690.0,3823.0,41.811869,-76.279869,Active,Horizontal,False
1056,37-015-22676,Gas,True,True,3769.0,3728.0,,764.0,7645.0,1396.0,12737.0,,Yes,Yes,True,False,False,False,False,False,110.0,78.0,8.0,15.6,1.2,False,False,True,False,False,False,False,False,False,660.0,72.0,8.0,15.6,1.22,False,False,True,False,False,False,False,False,False,False,False,False,910.0,79.0,8.0,15.6,1.22,False,True,False,False,False,False,False,False,False,False,False,False,False,2155.0,79.0,8.0,15.5,1.22,,,15.5,1.21,False,C,W,J-55,CA,Y,26.0,20.0,133.0,77.0,3743.0,STC,J-55,US,Y,17.5,13.375,54.5,556.0,3741.0,LTC,J-55,US,Y,12.25,9.625,40.0,2000.0,3738.0,CDC,P-110,US,Y,8.75,5.5,20.0,12737.0,3727.0,41.594242,-76.346081,Active,Horizontal,False
1057,37-015-22741,Gas,True,True,3491.0,3431.0,0.0,510.0,6264.0,1210.0,10483.0,,Yes,Yes,False,False,False,False,False,True,200.0,,,,,False,False,False,False,False,True,False,False,False,465.0,102.0,12.0,15.7,1.29,True,False,False,False,False,False,False,False,False,True,False,False,506.0,98.0,12.0,15.0,1.29,True,False,False,False,True,False,False,True,False,False,False,False,False,1130.0,80.0,,15.0,1.25,80.0,,15.6,1.9,False,B,W,J-55,US,Y,24.0,20.0,96.0,60.0,3490.0,T,J-55,US,Y,17.5,13.375,54.5,591.0,3471.0,T,J-55,US,Y,12.25,9.625,36.0,1588.0,3468.0,T,P-110,US,Y,7.875,5.5,20.0,10442.0,3429.0,41.785358,-76.165233,Active,Horizontal,True
1058,37-015-22775,Gas,True,True,3651.0,3537.0,,430.0,8947.0,1220.0,13890.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,230.0,60.0,12.0,15.8,2.31,True,False,False,False,False,False,False,False,False,True,False,False,496.0,72.0,12.0,15.7,1.29,True,False,False,False,True,False,False,True,False,False,False,False,False,1600.0,55.0,,15.0,1.25,56.0,,15.6,1.9,True,B,W,X-42,US,Y,20.0,20.0,78.6,137.0,3639.0,T,J-55,US,Y,17.5,13.375,54.5,512.0,3641.0,T,K-55,US,Y,12.25,9.625,36.0,1503.0,3638.0,T,P-110,US,Y,8.5,5.5,20.0,13826.0,3535.0,41.621003,-76.481611,Active,Horizontal,True
1059,37-131-20391,Gas,True,True,3518.0,3461.0,,522.0,8424.0,1219.0,17713.0,,Yes,Yes,True,False,False,False,False,False,70.0,68.0,8.0,15.6,1.22,False,False,True,False,False,False,False,False,False,860.0,89.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,590.0,90.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,False,3020.0,83.0,8.0,15.3,1.35,,,15.3,1.27,True,C,W,K-55,CA,Y,26.0,20.0,169.0,77.0,3512.0,STC,J-55,US,Y,17.5,13.375,54.5,781.0,3478.0,LTC,J-55,US,Y,12.25,9.625,40.0,1485.0,3476.0,CDC,P-110,US,Y,8.75,5.5,20.0,17713.0,3460.0,41.557317,-76.188697,Active,Horizontal,False
1060,37-015-22796,Gas,True,False,3554.0,3522.0,199.0,400.0,4414.0,1238.0,4414.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,270.0,70.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,310.0,70.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,1240.0,,,,,73.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,145.0,3554.0,T,H-40,US,Y,17.5,13.375,48.0,552.0,3528.0,T,J-55,US,Y,12.25,9.625,36.0,1602.0,3526.0,T,P-110,US,Y,8.75,5.5,20.0,12020.0,3330.0,41.773961,-76.17875,Active,Horizontal,False
1061,37-015-22795,Gas,True,False,3554.0,3522.0,199.0,400.0,5400.0,1238.0,5400.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,270.0,60.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,310.0,60.0,8.0,15.8,2.31,True,False,False,False,False,False,False,False,False,False,False,False,False,1872.0,,,,,,,,,False,K,W,F-25,US,,20.0,20.0,94.0,145.0,3555.0,T,H-40,US,Y,17.5,13.375,48.0,565.0,3534.0,T,J-55,US,Y,12.25,9.625,36.0,1614.0,3532.0,T,P-110,US,Y,8.75,5.5,20.0,11548.0,3336.0,41.774011,-76.178781,Active,Horizontal,False
1062,37-015-22799,Gas,True,True,3336.0,3230.0,210.0,468.0,6155.0,1158.0,12140.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,290.0,69.0,8.0,15.8,2.31,False,True,False,False,False,False,False,False,False,False,False,False,310.0,63.0,8.0,15.8,2.31,False,True,False,False,False,False,False,False,False,False,False,False,False,2022.0,72.0,8.0,15.0,1.26,72.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,55.0,3336.0,T,H-40,US,Y,17.5,13.375,48.0,606.0,3313.0,T,J-55,US,Y,12.25,9.625,36.0,1602.0,3311.0,T,P-110,US,Y,8.75,5.5,20.0,12140.0,3229.0,41.768475,-76.234531,Active,Horizontal,True
